0,1,2,3
80.10016593603756,45.80174247361059,41.29815750578841,56.04761997067759
85.41314234184465,0.15181510499654438,45.79517836698991,64.81374344687654
83.4468621556639,4.00002274440483,35.765401380071424,55.16128310145032
91.99351462001843,12.854684252234394,38.936333038224284,55.473916162579776
87.3505658277861,71.16407001761152,40.3067210465023,68.53098229982824
92.89015375989985,89.88052705053137,38.978660818081565,69.5113598682898
80.18934746374026,66.66577932282235,48.795285419443104,65.35379745994565
89.66190171294147,2.0772413072579377,40.83846639400912,65.23589788528699
75.91875169694706,40.510530405235556,36.11655785417133,57.310194863018005
81.78929725596609,68.66681199547486,49.590794110262074,68.2290999311108
86.87922781171223,74.84774131095956,52.89339127910593,58.39537852231635
78.93910655329594,99.00012108443967,59.89201143207721,51.98110240643638
76.39747649311511,58.07434408193595,46.28032773273845,54.682515256518045
83.03851728095684,63.07112610692707,48.458885808440435,62.57723213709019
77.7686939845902,75.0727324091919,50.53445916569898,58.015713332845586
87.21555755604855,42.039621243976974,50.571406486644406,66.56461585967573
79.04652341986164,87.30724220183824,48.86945238631729,69.26387597667056
86.59808734467568,0.39565217947521436,37.86421012243453,49.825668283699144
87.28713961207761,43.686202095109174,48.8059252060937,64.0457404538721
89.14610683765032,37.96132373448273,52.888186005398744,68.3238162050691
77.08430596091799,5.366361659383301,55.732354223153536,62.23753872522914
93.00449910404187,55.420834118459226,47.8068516452049,52.90622527994449
75.27195840228417,23.72816330197126,52.698856487124154,61.986242150166234
85.48407176602772,58.610847394112994,47.74318363259048,59.50585795526588
78.63340123128562,28.738716592777834,45.4699317027133,63.70180156760082
81.21679017987083,51.72030657937633,47.124429979767505,59.39890407288406
80.17037381091514,76.02931121853196,48.796656955318284,68.91800150698187
96.17502204482663,91.5924015369155,34.56688477754307,69.03500787058925
81.6620448824187,8.17484071758211,46.15040201611713,58.369980542313336
90.84701601796138,97.91904890324061,52.50966385625204,47.87038610766809
76.34125140438266,60.93269908737202,42.9738878547974,73.62645195142268
73.95447725632471,23.983672194575057,46.43735339277461,61.46146442355243
77.13896637322856,22.365769042780357,35.343544671324516,47.2863264680464
84.06967846452865,56.51688751139821,47.0816527344206,70.69358524561852
83.57368707102434,6.2950619356186515,44.51589381800319,54.345289156693376
85.27225066409795,26.176617371409527,34.90162050289878,58.21346523010581
90.37402245200477,87.85822822672837,42.29099408437297,66.2078556306408
72.28465230859112,98.004001823766,36.031542280336026,69.5012864546459
80.8665503222849,92.27969014983053,55.43733613139555,57.45883727607404
88.81582306902277,24.004554567483392,43.28927285150892,65.6005263159774
73.10005483557437,91.73615680230975,45.81800296354647,67.0781622992912
77.84880704539957,86.602522376873,49.167277897155365,71.01232650085645
76.72212055463982,12.89507635225834,51.55851065704837,71.51845347637429
78.75140384008358,62.11837680542766,41.617306894179386,53.29872953679077
88.23682461526185,30.79743591027968,47.32570308655504,55.34978315871887
