0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4.246391121866644,33.779161039468406,79.15659117042789,5.699781389688252,60.55252309055605,75.00452001937916,0.15346984229680505,60.34706699450412,10.825570537739049,78.82004709315406,34.47304815914203,1.177891192757985,61.156794912602486,43.01223000672118,8.663363736681163,58.20687730724152,75.927221453326,83.81869351568811,99.61950528819551,25.74049119522806
25.458853211403387,10.231136301644483,76.25501530194738,59.96428555653315,57.00737560894052,71.91450632674707,76.49640801298939,62.01976234177226,22.245637176486998,81.11969158433693,38.22449354342467,40.283553133850035,60.336175517962864,67.22813929480859,26.286759911316803,93.49483688870534,19.369816141818006,98.82551761966153,96.99777207954682,21.149386669733964
56.85983805688149,36.43002792395582,75.3638406949427,35.55874876622541,59.65580277022291,77.37408304762053,58.67247153638744,63.92550815136451,13.411557642397176,83.13768827749593,43.73233793084232,34.79647258450282,61.96816305942261,48.669101759138215,84.10360469252895,45.1570219703869,58.50352298245117,23.74483699588723,100.0,18.524664671534087
99.27349804737862,23.477101378623523,73.98108192532618,63.358700490323,57.82468464957989,48.216344693691326,75.07178760870383,61.994232901025796,98.59352773046733,76.26536010453502,37.671789547235804,9.868397719827016,90.21240937382777,65.58391245029233,21.007491022290903,96.26169867714297,98.17084427569323,11.369016258115238,100.0,13.894709388501257
33.67731896769863,38.97476033067776,67.08326007437381,35.996193471155934,57.26856623804051,86.43314115002443,42.383019966032144,64.28018754074068,32.180998397934054,81.923331934556,44.40415809692694,19.237875050067476,82.43126128252318,79.57955974812789,46.08283640127292,89.42705715080555,89.74803331230946,24.177858914253946,100.0,16.603970989487006
85.31270902150105,3.6838052907446794,73.45115419609839,39.71852504860674,56.714327247027434,70.7714191852303,65.3835827730817,53.02355260083457,51.5520320366151,83.49234322563359,33.93541490834664,40.34523860817705,22.043287512823884,48.22739085664303,34.430322974592386,99.42736151244254,80.20060932146332,24.41616234271835,97.61521405716123,15.161805986331316
39.50991423108701,94.1305834379414,72.63249441952995,92.93260570810922,61.25366582935735,56.0427437663218,97.582033829505,65.76599131494872,56.25795167868115,74.28064448871142,46.319436207052576,1.220506256627607,90.64962867668339,14.345292194402415,27.966775546947453,30.6048718539669,59.661593015685646,12.745994341456491,99.00892032626227,23.840743143790586
68.77948951026774,44.65279778487346,76.65205095137705,36.204272096684385,53.86360737282904,57.23939676796155,80.7932754976157,67.56458232707207,82.43184423614633,83.63003818309701,34.587415221023086,77.90390332412595,4.2890183002217475,49.11613489423051,86.57767630361346,31.49013066793951,12.067751226394597,99.55320476387945,100.0,22.787398353787463
71.89688654132185,74.67172071797957,77.73225223695478,61.934445311488986,47.827883405993205,49.13691215715809,95.85202576803188,62.253756539338454,5.6598747255217186,84.49856054647137,33.52210999377429,46.03822336784844,85.33290093376095,68.53141723491471,33.424353234267215,75.84601046066388,88.16274957914507,8.199145425096944,96.85685075444667,22.138497554221235
87.39378224802225,68.40647120129678,83.30426247820665,94.73958643092956,50.96173969639601,95.052283513173,95.27126361703993,64.31162791922074,9.8569504575864,85.03011542074948,37.960022289666234,37.690594814142365,83.19845180044176,68.3414481687033,39.63214561614951,23.420889558763626,79.07327641894071,96.80001631866142,100.0,22.130816467007858
