0,1,2,3,4,5,6,7,8,9
88.08242281574253,60.34261467014762,69.86541376643382,51.95887598495548,46.81587096886596,37.7592419783463,35.48205517047995,26.137194057292355,79.66337631381123,82.73984217983048
37.817816902654364,7.398575649000783,73.4180130408465,55.830872717166216,40.68492039807707,45.1641469635722,73.9445310644969,36.315375227699995,81.32043093516596,67.83579790282748
73.39492277987449,35.3949902316949,73.31362603133047,50.0892585463772,39.811237698454605,43.24388312719341,26.713763958371427,55.66537854450829,86.21396042280666,8.82419624884414
57.32639861427248,50.29950055266875,75.9091508293418,67.36450647622883,40.16834306032724,47.66440720215551,60.15251667435988,10.746675394704596,80.70531618192321,58.70869017823406
76.41654775052984,97.06112416224279,74.02903293574911,55.037229466980094,53.154874335719505,46.98012788697641,56.109373433677966,15.308968896227492,77.6799065539975,54.97735032153729
95.17436054528132,26.048149467593007,70.25347213361187,53.550560084159684,42.365129433365894,41.39597737616952,49.348610514304035,82.12239632799411,76.27105445014143,45.023723545442394
1.2415399744486022,53.91643463434291,71.36140470302192,54.672056792424314,54.82543194199336,44.62810708654514,21.843275162130958,92.41025597148158,79.96709398854387,76.84827360678533
68.83945784778646,26.86367713859339,71.05714900988572,55.571790500926774,51.703376014182865,50.9178651228248,15.82551311866245,1.6222235603460589,85.05954129358092,63.02145099613418
77.00187796817872,7.5686045704502325,76.81673838902562,58.208790944937306,45.614314610480115,43.98971958977959,69.89299628051363,77.46429707510292,79.99578857099355,89.66109830193011
7.623586017587003,1.597912672159496,77.69106590776515,56.67927036233405,38.769588421856334,52.59523291940888,32.645993280871934,28.4364311078533,68.15949266852849,5.475571497853937
78.8282838150011,76.15657378828729,80.25133792420887,53.47007592967254,43.98391359497601,51.10518233293985,91.37886766760509,27.331241506344462,80.843079208038,91.90328215612445
70.611864156909,15.455390726960427,74.20952564462436,50.44182204831525,49.61221754331884,52.552643033579386,8.189264775084427,96.15007744017359,86.5368174908174,56.08952037557995
75.91761684326843,33.540000931909844,74.13093917873458,56.464248353114,41.51224892054899,40.55030690756105,49.87292910164328,92.85444367957987,75.87941921337158,51.20533375005149
2.1500540552554237,89.35463098388395,78.58225281380811,55.3690215949139,42.32727520152367,40.24354867703984,60.81548819641208,24.923637921765106,76.00335610988967,68.34531009648006
25.870971350969242,8.15021182074961,77.70867896081675,54.26983162327195,34.77795153628107,53.3404142871472,17.88989123759087,90.65263912669508,76.45022498161944,75.91297999048902
87.08878702565711,21.82743139429093,85.66768438022521,56.38074310230887,47.15466514920419,48.919754683338304,33.7092347637289,46.44479955800212,73.50816558867942,42.84731819266494
84.53631746325014,99.72630773892648,76.32010803337558,52.87838584053476,47.607320941062504,49.656646037407334,99.86803539663592,0.8487077722728831,75.8155071642539,88.20462095947684
71.14897462742081,43.7458585862001,78.82523516040746,55.89129926158479,53.73278562927666,42.842133701276246,74.52943644188773,55.19119649431951,81.7486409811732,68.01058566965833
34.43286825464459,78.127185224741,77.13754364159175,50.37625453562919,49.37726799797995,32.644616336333584,95.7683353498237,69.90010921491113,77.33045683883748,25.55939611905019
2.534364091194219,58.50999580815842,78.18423201373594,55.05964104308284,44.516389918354584,39.37244524250553,58.337526412306175,25.650737472605545,82.85849722306016,95.4600061832062
2.6170802050778375,39.63116708334653,72.2248207361408,59.57925358929996,47.393945154620965,42.66178028190103,26.337698680641708,66.04273698272164,78.58670828968603,16.60964647155604
54.52924186984491,48.97032723828293,75.5360862008991,65.61943009658594,40.4993487344155,53.83657897722816,42.82935468474428,11.750679657159868,85.69789916409815,1.85462712287634
25.92178184784081,38.25043972377006,70.94544547240157,57.374199850785295,49.000710184543614,43.565391519586534,14.448930604510203,69.41940762331791,75.73912389726556,99.59563722549967
55.65889923792995,39.22482404866787,80.66411676470645,58.07253342949658,43.68872350165314,36.785151615295334,99.21494165067539,8.549002299122943,88.2655663864299,82.61993300494892
83.07436521934149,28.01968545409199,72.84622208124836,58.76677135467965,47.801596376980584,53.20209980730159,85.89008012597557,75.54419074446315,84.55438325741137,45.94361566575999
18.884489288930606,63.67288662349454,71.13712599694071,51.51033657471566,46.68030199460426,39.39240068367661,25.09615506237457,96.0774790252512,78.09866831924083,39.34434830390151
48.273308211560206,61.17943288226769,76.34212430057086,55.067305449069025,47.31929928393413,44.026281868320936,45.915920485416585,67.11445320205401,76.30745650286299,98.28198125858417
72.02944503234501,95.01904976478548,73.416617918432,54.67182871538623,49.3689063992645,49.320571088622984,90.34056106115146,36.580547815142126,72.269307691609,32.85686405938853
52.10256910566488,15.18800723921595,80.32521343375964,44.12646453540307,47.16145319933435,43.631899291140186,15.204962758388286,29.477420137986055,75.57817645163485,30.13011357030777
42.40096423781503,36.698492039977616,66.59061785088373,53.22689006889679,48.148025667246756,36.35402949072702,50.24312683631583,54.04216458959097,83.88875168702627,69.19560717201489
